OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
5069,7/11/2024 12:00:00 AM,17304.04,A,ND,ND10,KADRMAS,DICKINSON,US,PR,PR,15/33,46.99356483,-102.79708966,46.98904866,-102.79335433,1891,60,TURF,,NONE,,,,,,,OWNER,4/3/2016 12:00:00 AM,,,,,1.24758025776828E-06,0.0121702593068559
5070,7/11/2024 12:00:00 AM,17308.83,A,ND,D29,DRAYTON MUNI,DRAYTON,US,PU,PU,17/35,48.62207222,-97.17586666,48.61495555,-97.17592777,2596,60,ASPH,GOOD,NONE,,,,,,LOW,FAA-EST IMAGERY,4/12/2016 12:00:00 AM,4,,,,1.76527646544855E-06,0.0147299489594466
5071,7/11/2024 12:00:00 AM,17310.1,A,ND,S28,INTL PEACE GARDEN,DUNSEITH,US,PU,PU,11/29,48.99886444,-100.04950305,48.99576513,-100.0379075,3005,60,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,9/28/2017 12:00:00 AM,12.5,,,,2.05816422749194E-06,0.0243633085308855
5072,7/11/2024 12:00:00 AM,17317.1,A,ND,51D,EDGELEY MUNI,EDGELEY,US,PU,PU,09/27,46.35128333,-98.74080833,46.35110916,-98.72972222,2800,116,TURF,FAIR,NONE,,,,,,,FAA OE/AAA,9/29/2014 12:00:00 AM,,,,,3.52714141627075E-06,0.0228112870256459
5073,7/11/2024 12:00:00 AM,17317.1,A,ND,51D,EDGELEY MUNI,EDGELEY,US,PU,PU,14/32,46.35276963,-98.73846966,46.34430044,-98.73114808,3600,60,ASPH,GOOD,NONE,,,,,,MED,,,12.5,,,,2.3451320885215E-06,0.022831756887444
5074,7/11/2024 12:00:00 AM,17319.71,A,ND,Y71,ELGIN MUNI,ELGIN,US,PU,PU,12/30,46.38558611,-101.84876944,46.37992222,-101.84103611,2842,120,TURF,FAIR,NONE,,,,,,,FAA OE/AAA,12/17/2014 12:00:00 AM,,,,,3.70500265489682E-06,0.0199970665685166
5075,7/11/2024 12:00:00 AM,17320.1,A,ND,4E7,ELLENDALE MUNI,ELLENDALE,US,PU,PU,13/31,46.02079661,-98.518877,46.01331094,-98.51026372,3499,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,7/8/2011 12:00:00 AM,12.5,,,,2.2657241061097E-06,0.0232452359644954
5076,7/11/2024 12:00:00 AM,17320.1,A,ND,4E7,ELLENDALE MUNI,ELLENDALE,US,PU,PU,17/35,46.01862072,-98.51728225,46.01193744,-98.51732816,2437,126,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,7/8/2011 12:00:00 AM,,,,,3.31439696310554E-06,0.0143587056785639
5077,7/11/2024 12:00:00 AM,17321.,A,ND,5N4,SKY HAVEN,ENDERLIN,US,PU,PU,12/30,46.62886388,-97.62577222,46.62427777,-97.61656111,2855,40,ASPH,GOOD,NONE,,,,,,LOW,FAA OE/AAA,5/9/2014 12:00:00 AM,8,,,,1.24644657262252E-06,0.0208369638434783
5078,7/11/2024 12:00:00 AM,17328.,A,ND,FAR,HECTOR INTL,FARGO,US,PU,PU,09/27,46.92713766,-96.82732505,46.92699569,-96.8021065,6302,100,CONC,GOOD,GRVD,25,R,C,W,T,MED,3RD PARTY SURVEY,10/11/2015 12:00:00 AM,60,100,,,6.91456216372899E-06,0.0509862730036825
5079,7/11/2024 12:00:00 AM,17328.,A,ND,FAR,HECTOR INTL,FARGO,US,PU,PU,13/31,46.91412488,-96.82148852,46.90646355,-96.81117897,3801,75,CONC,GOOD,GRVD,17,R,D,W,T,MED,3RD PARTY SURVEY,10/11/2015 12:00:00 AM,26,35,,,3.12718429995584E-06,0.0262110173481493
5080,7/11/2024 12:00:00 AM,17328.,A,ND,FAR,HECTOR INTL,FARGO,US,PU,PU,18/36,46.9328678,-96.81610702,46.90819197,-96.81640225,9001,150,CONC,GOOD,GRVD,95,R,C,W,T,HIGH,3RD PARTY SURVEY,10/11/2015 12:00:00 AM,100,200,400,,1.48121134770918E-05,0.0505556668989785
5081,7/11/2024 12:00:00 AM,17328.11,A,ND,D54,WEST FARGO MUNI,FARGO,US,PU,PU,18/36,46.90489722,-96.91850833,46.89585833,-96.91855555,3300,50,ASPH,FAIR,AFSC,,,,,,LOW,,,12.5,,,,1.80785445991205E-06,0.0184780396903367
5082,7/11/2024 12:00:00 AM,17329.,A,ND,D24,FESSENDEN-STREIBEL MUNI,FESSENDEN,US,PU,PU,08/26,47.65944444,-99.67013888,47.65944444,-99.65820833,2940,120,TURF,GOOD,NONE,,,,,,LOW,,,,,,,3.92479068977991E-06,0.0245190378126144
5083,7/11/2024 12:00:00 AM,17331.,A,ND,ND14,FORDVILLE,FORDVILLE,US,PR,PR,08/26,48.23804722,-97.8062,48.23804722,-97.79703333,2234,100,TURF,FAIR,NONE,,,,,,,FAA,10/24/2019 12:00:00 AM,,,,,2.51271194429137E-06,0.0188815682622523
5084,7/11/2024 12:00:00 AM,17331.,A,ND,ND14,FORDVILLE,FORDVILLE,US,PR,PR,17/35,48.23804722,-97.79703333,48.23110277,-97.79703333,2533,100,TURF,FAIR,NONE,,,,,,,FAA,10/24/2019 12:00:00 AM,,,,,2.84934321825858E-06,0.0147095107944268
5085,7/11/2024 12:00:00 AM,17333.2,A,ND,Y27,STANDING ROCK,FORT YATES,US,PU,PU,14/32,46.07147375,-100.63587422,46.06229133,-100.62968538,3699,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,7/31/2021 12:00:00 AM,11.5,,,,2.39744576902012E-06,0.0225968808791155
5086,7/11/2024 12:00:00 AM,17335.66,A,ND,9G9,GACKLE MUNI,GACKLE,US,PU,PU,08/26,46.62217777,-99.16936388,46.62219444,-99.16291666,1620,40,TURF,FAIR,NONE,,,,,,,ADO,2/2/2017 12:00:00 AM,,,,,7.07115304976469E-07,0.0131138375264268
5087,7/11/2024 12:00:00 AM,17335.66,A,ND,9G9,GACKLE MUNI,GACKLE,US,PU,PU,17/35,46.62226388,-99.16210277,46.61911111,-99.16210555,1150,40,TURF,FAIR,NONE,,,,,,,ADO,2/2/2017 12:00:00 AM,,,,,5.01860540680354E-07,0.00662390367828588
5088,7/11/2024 12:00:00 AM,17337.2,A,ND,D05,GARRISON MUNI,GARRISON,US,PU,PU,03/21,47.65417555,-101.43978388,47.65989083,-101.43335972,2618,120,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,10/23/2009 12:00:00 AM,,,,,3.49434139934601E-06,0.0180686657355556
5089,7/11/2024 12:00:00 AM,17337.2,A,ND,D05,GARRISON MUNI,GARRISON,US,PU,PU,13/31,47.65924422,-101.44175638,47.65144213,-101.43217211,3699,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,10/23/2009 12:00:00 AM,12.5,,,,2.46839181272662E-06,0.0251464136128856
5090,7/11/2024 12:00:00 AM,17339.5,A,ND,ND18,JUDY STRIP,GLENBURN,US,PR,PR,12/30,48.50874166,-101.2192,48.50361111,-101.21236111,2500,100,TURF,FAIR,NONE,,,,,,,,,,,,,2.82713244814659E-06,0.0178154737209577
5091,7/11/2024 12:00:00 AM,17340.,A,ND,D57,GLEN ULLIN RGNL,GLEN ULLIN,US,PU,PU,11/29,46.81668113,-101.871933,46.81191797,-101.85843955,3799,60,ASPH,FAIR,AFSC,,,,,,MED,3RD PARTY SURVEY,10/25/2016 12:00:00 AM,12.5,,,,2.49604727287078E-06,0.0289845116395647
5092,7/11/2024 12:00:00 AM,17347.,A,ND,GAF,HUTSON FLD,GRAFTON,US,PU,PU,08/26,48.40406255,-97.38419125,48.40398791,-97.36741958,4074,115,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,11/2/2016 12:00:00 AM,,,,,5.28690588907921E-06,0.0341741328306867
5093,7/11/2024 12:00:00 AM,17347.,A,ND,GAF,HUTSON FLD,GRAFTON,US,PU,PU,17/35,48.41077669,-97.36588105,48.40009655,-97.36589161,3898,74,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,11/2/2016 12:00:00 AM,12.5,,,,3.25361179420725E-06,0.0219695731030169
5094,7/11/2024 12:00:00 AM,17349.1,A,ND,GFK,GRAND FORKS INTL,GRAND FORKS,US,PU,PU,09L/27R,47.95239272,-97.18492152,47.95239063,-97.16776036,4206,100,CONC,GOOD,GRVD,24,R,B,W,T,MED,3RD PARTY SURVEY,3/3/2016 12:00:00 AM,43,55,115,,4.704349066742E-06,0.03487057433433
5095,7/11/2024 12:00:00 AM,17349.1,A,ND,GFK,GRAND FORKS INTL,GRAND FORKS,US,PU,PU,09R/27L,47.93799286,-97.16959161,47.93798588,-97.15612863,3300,60,CONC,GOOD,NONE,10,R,C,W,T,MED,3RD PARTY SURVEY,3/3/2016 12:00:00 AM,12.5,,,,2.21434584091185E-06,0.0272549194174364
5096,7/11/2024 12:00:00 AM,17349.1,A,ND,GFK,GRAND FORKS INTL,GRAND FORKS,US,PU,PU,17L/35R,47.95134933,-97.1662115,47.94065672,-97.16622233,3901,75,CONC,FAIR,NONE,9,R,C,W,T,MED,3RD PARTY SURVEY,3/3/2016 12:00:00 AM,12.5,,,,3.27206635120092E-06,0.0219972539231131
5097,7/11/2024 12:00:00 AM,17349.1,A,ND,GFK,GRAND FORKS INTL,GRAND FORKS,US,PU,PU,17R/35L,47.9592455,-97.18122491,47.93909555,-97.18123811,7351,150,ASPH,FAIR,GRVD,35,R,C,W,T,HIGH,3RD PARTY SURVEY,3/3/2016 12:00:00 AM,75,160,270,,1.23329941743577E-05,0.0415240297317984
5098,7/11/2024 12:00:00 AM,17349.13,A,ND,RDR,GRAND FORKS AFB,GRAND FORKS,US,MA,PR,18/36,47.97820833,-97.40081388,47.94435125,-97.40081355,12351,150,ASPH,GOOD,GRVD,125,R,B,W,T,HIGH,MILITARY,9/19/2005 12:00:00 AM,,,,,2.07274401873292E-05,0.0689385690008602
5099,7/11/2024 12:00:00 AM,17354.22,A,ND,GWR,GWINNER-ROGER MELROE FLD,GWINNER,US,PU,PU,06/24,46.21850194,-97.65061555,46.22248333,-97.64028694,2991,100,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,12/18/2013 12:00:00 AM,,,,,3.23964377457742E-06,0.0227528193943354
5100,7/11/2024 12:00:00 AM,17354.22,A,ND,GWR,GWINNER-ROGER MELROE FLD,GWINNER,US,PU,PU,16/34,46.22353138,-97.64485555,46.21036277,-97.63935805,5000,75,CONC,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,12/18/2013 12:00:00 AM,14,19,,,4.06196340918541E-06,0.0291206554374343
5101,7/11/2024 12:00:00 AM,17355.,A,ND,5H4,HARVEY MUNI,HARVEY,US,PU,PU,11/29,47.79369408,-99.93808347,47.7887695,-99.92539572,3600,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,10/17/2008 12:00:00 AM,12.5,,,,2.40830559050664E-06,0.0275948764232934
5102,7/11/2024 12:00:00 AM,17356.19,A,ND,ND12,SNYDERS,HAZELTON,US,PR,PR,15/33,46.58972222,-100.475,46.58333333,-100.46944444,2715,70,TURF,,NONE,,,,,,,STATE,9/14/2018 12:00:00 AM,,,,,2.07375387617503E-06,0.0174497862413183
5103,7/11/2024 12:00:00 AM,17356.7,A,ND,6H8,HAZELTON MUNI,HAZELTON,US,PU,PU,17/35,46.487425,-100.26370277,46.47700555,-100.26376111,3800,100,TURF,FAIR,NONE,,,,,,,FAA,,,,,,4.13592533732299E-06,0.021633103304969
5104,7/11/2024 12:00:00 AM,17357.1,A,ND,HZE,MERCER COUNTY RGNL,HAZEN,US,PU,PU,15/33,47.29602702,-101.58558705,47.28384327,-101.57636958,4999,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,11/16/2021 12:00:00 AM,17,,,,4.14118721892009E-06,0.0311246334898666
5105,7/11/2024 12:00:00 AM,17360.,A,ND,HEI,HETTINGER/JB LINDQUIST RGNL,HETTINGER,US,PU,PU,12/30,46.02025141,-102.66202094,46.01113986,-102.64921125,4652,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,8/8/2009 12:00:00 AM,11.5,,,,3.76494472220656E-06,0.031949986736923
5106,7/11/2024 12:00:00 AM,17360.,A,ND,HEI,HETTINGER/JB LINDQUIST RGNL,HETTINGER,US,PU,PU,17/35,46.01578713,-102.65616036,46.0103393,-102.65758238,2020,110,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,8/8/2009 12:00:00 AM,,,,,2.3972052076715E-06,0.0121194196154043
5107,7/11/2024 12:00:00 AM,17362.12,A,ND,3H4,HILLSBORO MUNI,HILLSBORO,US,PU,PU,16/34,47.36387213,-97.06149102,47.35494152,-97.05934372,3301,60,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/20/2009 12:00:00 AM,12.5,,,,2.19061348616378E-06,0.0188510356493446
5108,7/11/2024 12:00:00 AM,17365.08,A,ND,9ND2,LEWIS FLD,HOPE,US,PR,PR,18/36,47.36166666,-97.79506388,47.355,-97.795,2432,60,TURF-DIRT,,NONE,,,,,,,OWNER,5/25/2023 12:00:00 AM,,,,,1.61388697961229E-06,0.0138180828233543
5109,7/11/2024 12:00:00 AM,17366.1,A,ND,ND24,INKSTER,INKSTER,US,PU,PR,08/26,48.14388888,-97.67527777,48.14388888,-97.66544722,2400,60,TURF,FAIR,NONE,,,,,,,,,,,,,1.61683828991954E-06,0.0199900412737169
5110,7/11/2024 12:00:00 AM,17366.1,A,ND,ND24,INKSTER,INKSTER,US,PU,PR,17/35,48.14361111,-97.67527777,48.13758055,-97.67527777,2200,150,TURF,FAIR,NONE,,,,,,,,,,,,,3.70477027900051E-06,0.0132897851674452
5111,7/11/2024 12:00:00 AM,17367.,A,ND,JMS,JAMESTOWN RGNL,JAMESTOWN,US,PU,PU,04/22,46.92449605,-98.68665558,46.93570777,-98.67047941,5750,75,ASPH,FAIR,NONE,25,F,D,W,T,MED,,,85,103,162,,4.73193540528882E-06,0.0398791515413661
5112,7/11/2024 12:00:00 AM,17367.,A,ND,JMS,JAMESTOWN RGNL,JAMESTOWN,US,PU,PU,13/31,46.93565508,-98.6871038,46.92309466,-98.66863805,6502,100,ASPH,GOOD,GRVD,79,F,C,W,T,HIGH,,,130,160,250,,7.13471490598749E-06,0.0453505438476018
5113,7/11/2024 12:00:00 AM,17371.1,A,ND,7K5,KENMARE MUNI,KENMARE,US,PU,PU,08/26,48.66760555,-102.05565555,48.66761944,-102.04035,3700,60,ASPH,GOOD,NONE,,,,,,MED,OWNER,10/28/1996 12:00:00 AM,12,,,,2.51709661824862E-06,0.0309400236562358
5114,7/11/2024 12:00:00 AM,17372.,A,ND,9Y1,DUNN COUNTY WEYDAHL FLD,KILLDEER,US,PU,PU,13/31,47.39529444,-102.77796388,47.38736944,-102.76566111,4200,60,ASPH,GOOD,NONE,,,,,,MED,,,25,,,,2.78936431641341E-06,0.0296787091472395
5115,7/11/2024 12:00:00 AM,17374.,A,ND,K74,ROBERT ODEGAARD FLD,KINDRED,US,PU,PU,11/29,46.65086236,-97.0048045,46.64659947,-96.99321525,3300,60,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/23/2010 12:00:00 AM,,,,,2.16152830034844E-06,0.0250640867770658
5116,7/11/2024 12:00:00 AM,17379.,A,ND,D03,KULM MUNI,KULM,US,PU,PU,12/30,46.308965,-98.94337194,46.30456166,-98.93429611,2800,120,TURF,GOOD,NONE,,,,,,LOW,,,,,,,3.64548850484425E-06,0.0209415565757337
5117,7/11/2024 12:00:00 AM,17381.,A,ND,5L0,LAKOTA MUNI,LAKOTA,US,PU,PU,15/33,48.03355572,-98.32758391,48.024288,-98.32389958,3500,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,10/24/2014 12:00:00 AM,12.5,,,,2.35187098951428E-06,0.0204277864513045
5118,7/11/2024 12:00:00 AM,17381.7,A,ND,4F9,LA MOURE ROTT MUNI,LA MOURE,US,PR,PU,16/34,46.35180277,-98.28312222,46.34275833,-98.27985,3400,50,ASPH,GOOD,NONE,,,,,,NSTD,FAA OE/AAA,2/15/2017 12:00:00 AM,,,,,1.84597456609481E-06,0.0196261822184114
5119,7/11/2024 12:00:00 AM,17382.,A,ND,D55,ROBERTSON FLD,LANGDON,US,PU,PU,08/26,48.75429444,-98.39630833,48.75429872,-98.38830833,1930,100,TURF,GOOD,NONE,,,,,,,FAA OE/AAA,11/19/2014 12:00:00 AM,,,,,2.19271169044077E-06,0.0165481788378254
5120,7/11/2024 12:00:00 AM,17382.,A,ND,D55,ROBERTSON FLD,LANGDON,US,PU,PU,14/32,48.75626838,-98.39937558,48.74874072,-98.38972911,3600,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/23/2008 12:00:00 AM,12.5,,,,2.45389446718036E-06,0.0249070261594257
5121,7/11/2024 12:00:00 AM,17386.11,A,ND,2L1,LARIMORE MUNI,LARIMORE,US,PU,PU,12/30,47.90952777,-97.64518888,47.9039,-97.63675555,2914,50,ASPH,GOOD,NONE,,,,,,LOW,FAA OE/AAA,12/9/2014 12:00:00 AM,4,,,,1.62858441399294E-06,0.0206242671384634
5122,7/11/2024 12:00:00 AM,17388.1,A,ND,D31,LEEDS MUNI,LEEDS,US,PU,PU,09/27,48.28577222,-99.40825,48.28424166,-99.39614444,3000,50,ASPH,FAIR,NONE,,,,,,,STATE,6/5/2020 12:00:00 AM,7,,,,1.68864335137187E-06,0.0246838290008424
5123,7/11/2024 12:00:00 AM,17390.1,A,ND,4N4,LIDGERWOOD MUNI,LIDGERWOOD,US,PU,PU,18/36,46.09256944,-97.16614722,46.08681111,-97.16614166,2100,60,TURF,FAIR,NONE,,,,,,,OWNER,3/28/2024 12:00:00 AM,,,,,1.36166636366397E-06,0.0119896031210962
5124,7/11/2024 12:00:00 AM,17392.,A,ND,7L2,LINTON MUNI,LINTON,US,PU,PU,09/27,46.22205277,-100.25264236,46.21922888,-100.23860586,3700,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,10/19/2009 12:00:00 AM,12.5,,,,2.4044124984357E-06,0.028977970352425
5125,7/11/2024 12:00:00 AM,17394.1,A,ND,6L3,LISBON MUNI,LISBON,US,PU,PU,03/21,46.4431305,-97.73028611,46.44612777,-97.727353,1320,100,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,1/29/2020 12:00:00 AM,,,,,1.43539409691584E-06,0.00911271324585053
5126,7/11/2024 12:00:00 AM,17394.1,A,ND,6L3,LISBON MUNI,LISBON,US,PU,PU,14/32,46.45191861,-97.73134755,46.44384966,-97.72461508,3397,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,1/29/2020 12:00:00 AM,12.5,,,,2.21704112846055E-06,0.0214614492743119
5127,7/11/2024 12:00:00 AM,17399.55,A,ND,7G2,MC CLUSKY MUNI,MC CLUSKY,US,PU,PU,13/31,47.46551944,-100.49096666,47.458575,-100.48349166,3136,80,TURF,FAIR,NONE,,,,,,,FAA OE/AAA,12/19/2014 12:00:00 AM,,,,,2.78057950708899E-06,0.0209889033348041
5128,7/11/2024 12:00:00 AM,17399.7,A,ND,8M6,MC VILLE MUNI,MC VILLE,US,PU,PU,13/31,47.77302777,-98.18949166,47.76790833,-98.18419444,2277,100,TURF,GOOD,NONE,,,,,,LOW,FAA OE/AAA,12/2/2014 12:00:00 AM,,,,,2.53821917794994E-06,0.015470632059045
5129,7/11/2024 12:00:00 AM,17399.7,A,ND,8M6,MC VILLE MUNI,MC VILLE,US,PU,PU,18/36,47.77360555,-98.18315555,47.76675277,-98.18315555,2500,90,TURF,GOOD,NONE,,,,,,,,,,,,,2.50794300882262E-06,0.0144375090601022
5130,7/11/2024 12:00:00 AM,17400.,A,ND,6D3,MADDOCK MUNI,MADDOCK,US,PU,PU,12/30,47.98289444,-99.53166388,47.97763055,-99.52225555,3000,50,CONC,GOOD,NONE,,,,,,MED,,,,,,,1.67857479027589E-06,0.0218972145969161
5131,7/11/2024 12:00:00 AM,17403.,A,ND,Y19,MANDAN RGNL/LAWLER FLD,MANDAN,US,PU,PU,04/22,46.76456816,-100.89951919,46.76913094,-100.88994366,2921,140,TURF,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/4/2008 12:00:00 AM,,,,,4.47296451966395E-06,0.0221104217213012
5132,7/11/2024 12:00:00 AM,17403.,A,ND,Y19,MANDAN RGNL/LAWLER FLD,MANDAN,US,PU,PU,13/31,46.77368288,-100.89910263,46.76377,-100.88910227,4399,75,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/4/2008 12:00:00 AM,12.5,,,,3.60977537638973E-06,0.0287067251895955
5133,7/11/2024 12:00:00 AM,17405.45,A,ND,5NA0,SEMCHENKO,MAX,US,PR,PR,15/33,47.77508055,-101.27587777,47.77214166,-101.27488611,1100,60,TURF,,NONE,,,,,,,,,,,,,7.35402863938361E-07,0.0066847800772088
5134,7/11/2024 12:00:00 AM,17405.51,A,ND,69ND,TENGESDAL,MAXBASS,US,PR,PR,17/35,48.74541388,-101.04204166,48.74130277,-101.04197777,1500,40,TURF,,NONE,,,,,,,,,,,,,6.81540313962614E-07,0.00855474617203007
5135,7/11/2024 12:00:00 AM,17406.,A,ND,D56,MAYVILLE MUNI,MAYVILLE,US,PU,PU,18/36,47.48136388,-97.32805,47.47231944,-97.32811388,3300,60,ASPH,GOOD,NONE,,,,,,MED,FAA-EST IMAGERY,11/19/2014 12:00:00 AM,4,,,,2.19440289583872E-06,0.0185745721631011
5136,7/11/2024 12:00:00 AM,17410.,A,ND,4R6,MILNOR MUNI,MILNOR,US,PU,PU,08/26,46.26051666,-97.44564722,46.26051666,-97.43691111,2210,90,TURF,GOOD,NONE,,,,,,,,,,,,,2.15596992347855E-06,0.0179657989986939
5137,7/11/2024 12:00:00 AM,17417.3,A,ND,ND43,FLYING S RANCH,MINOT,US,PR,PR,17/35,48.20963055,-101.40445,48.19866111,-101.40458055,4000,300,TURF,FAIR,NONE,,,,,,LOW,,,,,,,1.34948618324415E-05,0.0244007592828244
5138,7/11/2024 12:00:00 AM,17417.31,A,ND,89ND,POLESCHOOK,MINOT,US,PR,PR,17/35,47.91340555,-101.24948611,47.90875,-101.24943333,1700,70,TURF,,NONE,,,,,,,,,,,,,1.3288222362462E-06,0.0098825281446387
5139,7/11/2024 12:00:00 AM,17417.5,A,ND,MIB,MINOT AFB,MINOT,US,MA,PR,12/30,48.42616944,-101.38026666,48.40536666,-101.33581388,13198,300,ASPH-CONC,,GRVD,70,R,B,W,T,HIGH,MILITARY,5/31/2015 12:00:00 AM,,,,,4.46829076281574E-05,0.100115939866976
5140,7/11/2024 12:00:00 AM,17417.8,A,ND,41ND,HILL,MINOT,US,PR,PR,13/31,48.14215833,-101.14996666,48.13886388,-101.14476666,1750,50,TURF,,NONE,,,,,,,OWNER,1/20/2015 12:00:00 AM,,,,,9.81362973107025E-07,0.0126563386780721
5141,7/11/2024 12:00:00 AM,17418.,A,ND,MOT,MINOT INTL,MINOT,US,PU,PU,08/26,48.25804313,-101.29078241,48.257967,-101.26472761,6348,100,ASPH,FAIR,GRVD,34,F,D,W,T,HIGH,3RD PARTY SURVEY,1/25/2016 12:00:00 AM,120,150,240,,7.14201951268478E-06,0.0526580544382312
5142,7/11/2024 12:00:00 AM,17418.,A,ND,MOT,MINOT INTL,MINOT,US,PU,PU,13/31,48.26524983,-101.28873938,48.24946886,-101.26775186,7700,150,CONC,GOOD,GRVD,43,R,C,W,T,HIGH,3RD PARTY SURVEY,1/25/2016 12:00:00 AM,120,150,240,,1.29955219563271E-05,0.0535877506507617
5143,7/11/2024 12:00:00 AM,17418.5,A,ND,D06,MINTO MUNI,MINTO,US,PU,PU,17/35,48.29588611,-97.39401111,48.28931944,-97.39403333,2396,20,CONC,FAIR,NONE,,,,,,,FAA OE/AAA,12/19/2014 12:00:00 AM,,,,,5.3947587730363E-07,0.0132977215677609
5144,7/11/2024 12:00:00 AM,17421.,A,ND,HBC,MOHALL MUNI,MOHALL,US,PU,PU,13/31,48.77265383,-101.54245666,48.76511672,-101.53282841,3599,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,11/18/2020 12:00:00 AM,12.5,,,,3.06777292280458E-06,0.0249991747776186
5145,7/11/2024 12:00:00 AM,17426.,A,ND,3P3,MOTT MUNI,MOTT,US,PU,PU,10/28,46.36059472,-102.335891,46.35772866,-102.32059786,4001,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,10/23/2018 12:00:00 AM,12.5,,,,2.60662454820704E-06,0.0314597970106859
5146,7/11/2024 12:00:00 AM,17428.,A,ND,5B5,NAPOLEON MUNI,NAPOLEON,US,PU,PU,08/26,46.49394416,-99.764055,46.49390972,-99.7577025,1600,80,TURF,GOOD,NONE,,,,,,,FAA OE/AAA,6/14/2022 12:00:00 AM,,,,,1.39351550387801E-06,0.0131439183601895
5147,7/11/2024 12:00:00 AM,17428.,A,ND,5B5,NAPOLEON MUNI,NAPOLEON,US,PU,PU,12/30,46.49719,-99.762625,46.49166305,-99.75264527,3220,50,ASPH,GOOD,NONE,,,,,,LOW,FAA OE/AAA,11/5/2015 12:00:00 AM,6,,,,1.75379864231218E-06,0.0231437776131913
5148,7/11/2024 12:00:00 AM,17430.93,A,ND,6NA6,MARSH BROTHERS AIRSTRIP,NEWBURG,US,PR,PR,08/26,48.61954166,-100.98334722,48.61948611,-100.976725,1602,40,TURF,,NONE,,,,,,,FAA-EST,2/22/2016 12:00:00 AM,,,,,7.26106009096839E-07,0.0134642019386289
5149,7/11/2024 12:00:00 AM,17433.,A,ND,8J7,TOMLINSON FLD,NEW ROCKFORD,US,PU,PU,13/31,47.700275,-99.13567222,47.69218333,-99.12730277,3600,60,ASPH,FAIR,NONE,,,,,,,,,12.5,,,,2.40451754507376E-06,0.0237245360720197
5150,7/11/2024 12:00:00 AM,17433.7,A,ND,05D,NEW TOWN MUNI,NEW TOWN,US,PU,PU,12/30,47.97100277,-102.48327777,47.96470555,-102.47295555,3416,60,ASPH,GOOD,NONE,,,,,,MED,FAA OE/AAA,7/7/2016 12:00:00 AM,12,,,,2.29367196880048E-06,0.024592491982062
5151,7/11/2024 12:00:00 AM,17434.3,A,ND,4V4,NORTHWOOD MUNI/VINCE FLD,NORTHWOOD,US,PU,PU,08/26,47.72482933,-97.59624191,47.72494127,-97.583405,3160,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,12/11/2014 12:00:00 AM,12.5,,,,2.11163478525123E-06,0.0260037959117833
5152,7/11/2024 12:00:00 AM,17435.2,A,ND,2D5,OAKES MUNI,OAKES,US,PU,PU,12/30,46.17747611,-98.08547027,46.17111111,-98.07510472,3505,60,ASPH,GOOD,NONE,,,,,,MED,NGS,5/21/1992 12:00:00 AM,12.5,,,,2.27613281822414E-06,0.0247265728774097
